Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
1420;Frankfurt/Main;V_N;06.06.1987-22:00;06.06.1987-22:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.07.1987-22:00;29.07.1987-22:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;28.08.1987-02:00;28.08.1987-02:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;26.09.1987-07:00;26.09.1987-07:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;26.10.1987-07:00;26.10.1987-07:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;17.12.1987-08:00;17.12.1987-08:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;04.01.1988-04:00;04.01.1988-04:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;07.01.1988-21:00;07.01.1988-21:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;21.01.1988-23:00;21.01.1988-23:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;22.02.1988-07:00;22.02.1988-07:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.03.1988-10:00;29.03.1988-10:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;26.04.1988-14:00;26.04.1988-14:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;18.06.1988-01:00;18.06.1988-01:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;20.06.1988-23:00;20.06.1988-23:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;11.07.1988-21:00;11.07.1988-21:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;16.07.1988-06:00;16.07.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;17.07.1988-11:00;17.07.1988-11:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;22.08.1988-01:00;22.08.1988-01:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;27.08.1988-22:00;27.08.1988-22:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;02.09.1988-11:00;02.09.1988-11:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;04.09.1988-06:00;04.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;05.09.1988-06:00;05.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;07.09.1988-06:00;07.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;11.09.1988-06:00;11.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;14.09.1988-06:00;14.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;14.09.1988-22:00;14.09.1988-22:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;15.09.1988-04:00;15.09.1988-04:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;15.09.1988-06:00;15.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;16.09.1988-06:00;16.09.1988-07:00;2;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;18.09.1988-06:00;18.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;19.09.1988-06:00;19.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;20.09.1988-06:00;20.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;21.09.1988-06:00;21.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;22.09.1988-06:00;22.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;23.09.1988-14:00;23.09.1988-14:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;24.09.1988-06:00;24.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;24.09.1988-22:00;24.09.1988-22:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;26.09.1988-06:00;26.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;28.09.1988-06:00;28.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.09.1988-06:00;29.09.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;02.10.1988-06:00;02.10.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;03.10.1988-06:00;03.10.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;06.10.1988-06:00;06.10.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;07.10.1988-06:00;07.10.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;11.10.1988-06:00;11.10.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;14.10.1988-06:00;14.10.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;15.10.1988-06:00;15.10.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;19.10.1988-06:00;19.10.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;19.10.1988-10:00;19.10.1988-10:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;22.10.1988-06:00;22.10.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;28.10.1988-06:00;28.10.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;02.11.1988-06:00;02.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;04.11.1988-06:00;04.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;06.11.1988-06:00;06.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;07.11.1988-06:00;07.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;08.11.1988-06:00;08.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;13.11.1988-06:00;13.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;15.11.1988-06:00;15.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;17.11.1988-06:00;17.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;18.11.1988-06:00;18.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;21.11.1988-06:00;21.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;22.11.1988-06:00;22.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;23.11.1988-06:00;23.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;24.11.1988-06:00;24.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;25.11.1988-06:00;25.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;26.11.1988-06:00;26.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;28.11.1988-06:00;28.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.11.1988-06:00;29.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;30.11.1988-06:00;30.11.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;01.12.1988-06:00;01.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;03.12.1988-06:00;03.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;05.12.1988-06:00;05.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;06.12.1988-06:00;06.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;07.12.1988-06:00;07.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;07.12.1988-11:00;07.12.1988-11:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;08.12.1988-06:00;08.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;09.12.1988-06:00;09.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;10.12.1988-06:00;10.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;11.12.1988-06:00;11.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;12.12.1988-06:00;12.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;14.12.1988-06:00;14.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;16.12.1988-06:00;16.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;19.12.1988-06:00;19.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;20.12.1988-06:00;20.12.1988-07:00;2;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;22.12.1988-06:00;22.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;23.12.1988-06:00;23.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;24.12.1988-06:00;24.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;26.12.1988-06:00;26.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;27.12.1988-06:00;27.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.12.1988-06:00;29.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.12.1988-10:00;29.12.1988-10:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;30.12.1988-06:00;30.12.1988-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;01.01.1989-06:00;01.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;03.01.1989-06:00;03.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;05.01.1989-06:00;05.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;09.01.1989-06:00;09.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;11.01.1989-06:00;11.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;14.01.1989-06:00;14.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;20.01.1989-06:00;20.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;21.01.1989-06:00;21.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;22.01.1989-06:00;22.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;23.01.1989-07:00;23.01.1989-07:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;24.01.1989-06:00;24.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;25.01.1989-06:00;25.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;27.01.1989-00:00;27.01.1989-00:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.01.1989-06:00;29.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;31.01.1989-06:00;31.01.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;18.02.1989-21:00;18.02.1989-21:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;22.02.1989-11:00;22.02.1989-11:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;28.02.1989-05:00;28.02.1989-05:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;01.03.1989-06:00;01.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;02.03.1989-13:00;02.03.1989-13:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;04.03.1989-06:00;04.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;05.03.1989-06:00;05.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;06.03.1989-07:00;06.03.1989-07:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;10.03.1989-06:00;10.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;11.03.1989-06:00;11.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;12.03.1989-06:00;12.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;13.03.1989-06:00;13.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;14.03.1989-06:00;14.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;15.03.1989-06:00;15.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;16.03.1989-06:00;16.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;18.03.1989-06:00;18.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;24.03.1989-06:00;24.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;25.03.1989-06:00;25.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;28.03.1989-06:00;28.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.03.1989-06:00;29.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;30.03.1989-06:00;30.03.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;31.03.1989-08:00;31.03.1989-08:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;02.04.1989-06:00;02.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;03.04.1989-06:00;03.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;03.04.1989-23:00;03.04.1989-23:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;06.04.1989-17:00;06.04.1989-17:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;08.04.1989-06:00;08.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;10.04.1989-06:00;10.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;11.04.1989-05:00;11.04.1989-05:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;12.04.1989-06:00;12.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;15.04.1989-06:00;15.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;17.04.1989-03:00;17.04.1989-03:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;18.04.1989-06:00;18.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;21.04.1989-06:00;21.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;22.04.1989-06:00;22.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;24.04.1989-06:00;24.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;25.04.1989-06:00;25.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;27.04.1989-06:00;27.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;28.04.1989-06:00;28.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;30.04.1989-06:00;30.04.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;03.05.1989-12:00;03.05.1989-12:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;05.05.1989-06:00;05.05.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;07.05.1989-06:00;07.05.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;09.05.1989-06:00;09.05.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;10.05.1989-06:00;10.05.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;16.05.1989-06:00;16.05.1989-07:00;2;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;17.05.1989-06:00;17.05.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;17.05.1989-15:00;17.05.1989-15:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;19.05.1989-06:00;19.05.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;21.05.1989-06:00;21.05.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;23.05.1989-06:00;23.05.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;24.05.1989-23:00;24.05.1989-23:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;25.05.1989-06:00;25.05.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;27.05.1989-00:00;27.05.1989-00:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;27.05.1989-10:00;27.05.1989-10:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;30.05.1989-06:00;30.05.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;01.06.1989-06:00;01.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;02.06.1989-06:00;02.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;03.06.1989-06:00;03.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;04.06.1989-22:00;04.06.1989-22:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;05.06.1989-06:00;05.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;06.06.1989-06:00;06.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;11.06.1989-06:00;11.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;12.06.1989-06:00;12.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;13.06.1989-06:00;13.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;14.06.1989-06:00;14.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;16.06.1989-06:00;16.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;17.06.1989-06:00;17.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;17.06.1989-14:00;17.06.1989-14:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;20.06.1989-06:00;20.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;21.06.1989-06:00;21.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;23.06.1989-06:00;23.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;26.06.1989-06:00;26.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;27.06.1989-06:00;27.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;28.06.1989-06:00;28.06.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;01.07.1989-06:00;01.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;02.07.1989-06:00;02.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;03.07.1989-06:00;03.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;07.07.1989-06:00;07.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;09.07.1989-06:00;09.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;11.07.1989-06:00;11.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;12.07.1989-06:00;12.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;13.07.1989-06:00;13.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;14.07.1989-06:00;14.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;19.07.1989-06:00;19.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;21.07.1989-06:00;21.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;21.07.1989-13:00;21.07.1989-13:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;23.07.1989-06:00;23.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;24.07.1989-06:00;24.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;25.07.1989-06:00;25.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.07.1989-06:00;29.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.07.1989-17:00;29.07.1989-17:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.07.1989-20:00;29.07.1989-22:00;3;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;30.07.1989-06:00;30.07.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;02.08.1989-06:00;02.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;03.08.1989-06:00;03.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;04.08.1989-06:00;04.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;06.08.1989-06:00;06.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;07.08.1989-06:00;07.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;08.08.1989-04:00;08.08.1989-04:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;08.08.1989-06:00;08.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;09.08.1989-06:00;09.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;11.08.1989-08:00;11.08.1989-08:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;12.08.1989-06:00;12.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;15.08.1989-06:00;15.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;17.08.1989-06:00;17.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;18.08.1989-06:00;18.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;19.08.1989-06:00;19.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;21.08.1989-06:00;21.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;21.08.1989-14:00;21.08.1989-14:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;22.08.1989-06:00;22.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;23.08.1989-06:00;23.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;28.08.1989-06:00;28.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;28.08.1989-08:00;28.08.1989-08:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;30.08.1989-06:00;30.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;31.08.1989-06:00;31.08.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;31.08.1989-21:00;31.08.1989-21:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;01.09.1989-06:00;01.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;01.09.1989-08:00;01.09.1989-08:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;02.09.1989-06:00;02.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;03.09.1989-06:00;03.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;04.09.1989-06:00;04.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;05.09.1989-06:00;05.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;06.09.1989-01:00;06.09.1989-01:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;06.09.1989-06:00;06.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;06.09.1989-21:00;06.09.1989-21:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;08.09.1989-06:00;08.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;09.09.1989-06:00;09.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;10.09.1989-06:00;10.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;15.09.1989-06:00;15.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;16.09.1989-06:00;16.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;16.09.1989-11:00;16.09.1989-11:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;17.09.1989-07:00;17.09.1989-07:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;17.09.1989-19:00;17.09.1989-19:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;18.09.1989-06:00;18.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;20.09.1989-06:00;20.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;22.09.1989-19:00;22.09.1989-19:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;26.09.1989-15:00;26.09.1989-15:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;29.09.1989-06:00;29.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;30.09.1989-06:00;30.09.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;01.10.1989-06:00;01.10.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;02.10.1989-05:00;02.10.1989-06:00;2;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;03.10.1989-04:00;03.10.1989-04:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;05.10.1989-06:00;05.10.1989-06:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;06.10.1989-11:00;06.10.1989-11:00;1;;eor;                                                                                                                                       
1420;Frankfurt/Main;V_N;07.10.1989-04:00;07.10.1989-04:00;1;;eor;                                                                                                                                       
